"code","npias","name","city","state","ADO","service_level","district","fiscal_year","description","grant_number","airport_id","total","entitlement_total","discretionary_total","stimulus_total"
"RUG","38-0049","Rugby Municipal","Rugby","ND","BIS","GA",1,2006,"Construct Fuel Farm, Rehabilitate Runway - 12/30","3-38-0049-007-2006","RUG",158613.00,139645.00,18968.00,0.00
"RUG","38-0049","Rugby Municipal","Rugby","ND","BIS","GA",1,2008,"Conduct Airport Master Plan Study, Rehabilitate Runway - 12/30","3-38-0049-008-2008","RUG",205900.00,205900.00,0.00,0.00
"RUG","38-0049","Rugby Municipal","Rugby","ND","BIS","GA",1,2009,"Improve Fuel Farm, Update Airport Master Plan Study","3-38-0049-009-2009","RUG",84789.00,84789.00,0.00,0.00
"RUG","38-0049","Rugby Municipal","Rugby","ND","BIS","GA",1,2009,"Rehabilitate Apron, Rehabilitate Runway - 12/30","3-38-0049-010-2009","RUG",60712.00,60712.00,0.00,0.00
"08D","38-0050","Stanley Municipal","Stanley","ND","BIS","GA",1,2006,"Construct Building, Construct Fuel Farm, Construct Taxiway, Rehabilitate Airport Beacons, Rehabilitate Runway - 09/27, Update Airport Master Plan Study","3-38-0050-005-2006","08D",143294.00,143294.00,0.00,0.00
"08D","38-0050","Stanley Municipal","Stanley","ND","BIS","GA",1,2007,"Construct Building, Rehabilitate Runway - 09/27","3-38-0050-006-2007","08D",117641.00,117641.00,0.00,0.00
"08D","38-0050","Stanley Municipal","Stanley","ND","BIS","GA",1,2009,"Improve Building, Install Airport Beacons, Rehabilitate Runway - 09/27, Update Airport Master Plan Study","3-38-0050-007-2009","08D",124450.00,124450.00,0.00,0.00
"D60","38-0051","Tioga Municipal","Tioga","ND","BIS","GA",1,2005,"Conduct Environmental Study, Install Airport Beacons, Rehabilitate Runway - 12/30","3-38-0051-003-2005","D60",102426.00,102426.00,0.00,0.00
"D60","38-0051","Tioga Municipal","Tioga","ND","BIS","GA",1,2007,"Extend Runway - 12/30, Rehabilitate Runway - 12/30, Rehabilitate Taxiway","3-38-0051-004-2007","D60",1847302.00,1388073.00,459229.00,0.00
"6D8","38-0053","Barnes County Municipal","Valley City","ND","BIS","GA",1,2006,"Construct Taxiway","3-38-0053-007-2006","6D8",13181.00,13181.00,0.00,0.00
"6D8","38-0053","Barnes County Municipal","Valley City","ND","BIS","GA",1,2007,"Construct Building, Rehabilitate Runway - 13/31","3-38-0053-008-2007","6D8",455512.00,455512.00,0.00,0.00
"6D8","38-0053","Barnes County Municipal","Valley City","ND","BIS","GA",1,2008,"Install Airfield Guidance Signs, Rehabilitate Runway - 13/31","3-38-0053-009-2008","6D8",67632.00,67632.00,0.00,0.00
"6D8","38-0053","Barnes County Municipal","Valley City","ND","BIS","GA",1,2009,"Rehabilitate Runway - 13/31","3-38-0053-010-2009","6D8",88295.00,88295.00,0.00,0.00
"BWP","38-0054","Harry Stern","Wahpeton","ND","BIS","GA",1,2005,"Construct Access Road, Install Weather Reporting Equipment, Rehabilitate Apron","3-38-0054-009-2005","BWP",123631.00,123631.00,0.00,0.00
"BWP","38-0054","Harry Stern","Wahpeton","ND","BIS","GA",1,2006,"Conduct Miscellaneous Study, Expand Building","3-38-0054-010-2006","BWP",294118.00,273628.00,20490.00,0.00
"BWP","38-0054","Harry Stern","Wahpeton","ND","BIS","GA",1,2008,"Improve Airport Drainage, Install Weather Reporting Equipment","3-38-0054-011-2008","BWP",161884.00,161884.00,0.00,0.00
"BWP","38-0054","Harry Stern","Wahpeton","ND","BIS","GA",1,2009,"Rehabilitate Runway - 15/33","3-38-0054-012-2009","BWP",71950.00,71950.00,0.00,0.00
"96D","38-0063","Walhalla Municipal","Walhalla","ND","BIS","GA",1,2005,"Acquire Snow Removal Equipment, Improve Fuel Farm, Rehabilitate Runway - 15/33","3-38-0063-003-2005","96D",127942.00,127942.00,0.00,0.00
"96D","38-0063","Walhalla Municipal","Walhalla","ND","BIS","GA",1,2007,"Construct Building, Rehabilitate Runway - 15/33","3-38-0063-004-2007","96D",303664.00,303664.00,0.00,0.00
"5C8","38-0055","Washburn Municipal","Washburn","ND","BIS","GA",1,2005,"Construct Snow Removal Equipment Building, Rehabilitate Runway - 08/26","3-38-0055-005-2005","5C8",94985.00,89876.00,5109.00,0.00
"5C8","38-0055","Washburn Municipal","Washburn","ND","BIS","GA",1,2006,"Conduct Environmental Study","3-38-0055-006-2006","5C8",93765.00,93765.00,0.00,0.00
"5C8","38-0055","Washburn Municipal","Washburn","ND","BIS","GA",1,2006,"Update Airport Master Plan Study","3-38-0055-007-2006","5C8",73039.00,73039.00,0.00,0.00
"5C8","38-0055","Washburn Municipal","Washburn","ND","BIS","GA",1,2008,"Conduct Environmental Study, Update Airport Master Plan Study","3-38-0055-008-2008","5C8",110386.00,110386.00,0.00,0.00
"5C8","38-0055","Washburn Municipal","Washburn","ND","BIS","GA",1,2008,"Conduct Environmental Study","3-38-0055-009-2008","5C8",75182.00,75182.00,0.00,0.00
"5C8","38-0055","Washburn Municipal","Washburn","ND","BIS","GA",1,2009,"Construct Terminal Building, Environmental Mitigation, Rehabilitate Apron, Rehabilitate Runway - 08/26, Rehabilitate Taxiway","3-38-0055-010-2009","5C8",206812.00,206812.00,0.00,0.00
"S25","38-0056","Watford City Municipal","Watford City","ND","BIS","GA",1,2005,"Construct Building, Construct Fuel Farm, Install Runway Vertical/Visual Guidance System - 12/30","3-38-0056-006-2005","S25",299727.00,299727.00,0.00,0.00
"S25","38-0056","Watford City Municipal","Watford City","ND","BIS","GA",1,2006,"Construct Fuel Farm, Improve Building, Install Runway Vertical/Visual Guidance System - 12/30, Rehabilitate Runway - 12/30","3-38-0056-007-2006","S25",113812.00,113812.00,0.00,0.00
"S25","38-0056","Watford City Municipal","Watford City","ND","BIS","GA",1,2007,"Rehabilitate Runway - 12/30, Update Airport Master Plan Study","3-38-0056-008-2007","S25",24985.00,19922.00,5063.00,0.00
"S25","38-0056","Watford City Municipal","Watford City","ND","BIS","GA",1,2008,"Rehabilitate Runway - 12/30, Update Airport Master Plan Study","3-38-0056-009-2008","S25",60793.00,60793.00,0.00,0.00
"S25","38-0056","Watford City Municipal","Watford City","ND","BIS","GA",1,2009,"Rehabilitate Apron, Rehabilitate Runway - 12/30, Rehabilitate Taxiway, Update Airport Master Plan Study","3-38-0056-010-2009","S25",79137.00,79137.00,0.00,0.00
"ISN","38-0058","Sloulin Field International","Williston","ND","BIS","P",1,2005,"Acquire Aircraft Rescue & Fire Fighting Vehicle, Conduct Miscellaneous Study, Construct Access Road, Construct Apron","3-38-0058-024-2005","ISN",1464981.00,964981.00,500000.00,0.00
"ISN","38-0058","Sloulin Field International","Williston","ND","BIS","P",1,2006,"Acquire Snow Removal Equipment, Conduct Environmental Study, Construct Snow Removal Equipment Building, Install Miscellaneous NAVAIDS","3-38-0058-025-2006","ISN",936070.00,67390.00,868680.00,0.00
"ISN","38-0058","Sloulin Field International","Williston","ND","BIS","P",1,2007,"Conduct Environmental Study [Phase 2], Rehabilitate Apron","3-38-0058-026-2007","ISN",540089.00,540089.00,0.00,0.00
"ISN","38-0058","Sloulin Field International","Williston","ND","BIS","P",1,2008,"Expand Access Road, Rehabilitate Taxiway","3-38-0058-027-2008","ISN",282668.00,282668.00,0.00,0.00
"ISN","38-0058","Sloulin Field International","Williston","ND","BIS","P",1,2008,"Construct Terminal Building","3-38-0058-028-2008","ISN",42825.00,42825.00,0.00,0.00
"ISN","38-0058","Sloulin Field International","Williston","ND","BIS","P",1,2008,"Safety Management System (SMS) Program","3-38-0058-029-2008","ISN",100000.00,0.00,100000.00,0.00
"ISN","38-0058","Sloulin Field International","Williston","ND","BIS","P",1,2009,"Construct Terminal Building","3-38-0058-030-2009","ISN",302401.00,302401.00,0.00,0.00
"ISN","38-0058","Sloulin Field International","Williston","ND","BIS","P",1,2009,"Rehabilitate Runway - 02/20, Rehabilitate Taxiway","3-38-0058-031-2009","ISN",2056750.00,500000.00,1556750.00,0.00
"ANW","31-0001","Ainsworth Municipal","Ainsworth","NE","ACE","GA",3,2007,"Conduct Miscellaneous Study, Construct Taxiway, Install Runway Vertical/Visual Guidance System - 17/35, Install Taxiway Lighting","3-31-0001-005-2007","ANW",855089.00,772854.00,82235.00,0.00
"ANW","31-0001","Ainsworth Municipal","Ainsworth","NE","ACE","GA",3,2008,"Acquire Snow Removal Equipment","3-31-0001-006-2008","ANW",11747.00,11747.00,0.00,0.00
"ANW","31-0001","Ainsworth Municipal","Ainsworth","NE","ACE","GA",3,2009,"Rehabilitate Runway - 17/35","3-31-0001-007-2009","ANW",137965.00,137965.00,0.00,0.00
"ANW","31-0001","Ainsworth Municipal","Ainsworth","NE","ACE","GA",3,2009,"Rehabilitate Runway - 17/35","3-31-0001-008-2009","ANW",158682.00,158682.00,0.00,0.00
"BVN","31-0002","Albion Municipal","Albion","NE","ACE","GA",3,2005,"Acquire Snow Removal Equipment","3-31-0002-005-2005","BVN",86766.00,19231.00,67535.00,0.00
"BVN","31-0002","Albion Municipal","Albion","NE","ACE","GA",3,2006,"Update Airport Master Plan Study","3-31-0002-006-2006","BVN",40213.00,0.00,40213.00,0.00
"BVN","31-0002","Albion Municipal","Albion","NE","ACE","GA",3,2008,"Construct Taxiway, Install Runway Vertical/Visual Guidance System - 15/33, Remove Obstructions","3-31-0002-007-2008","BVN",580799.00,580799.00,0.00,0.00
"AIA","31-0003","Alliance Municipal","Alliance","NE","ACE","GA",3,2005,"Install Airfield Guidance Signs, Install Perimeter Fencing [Preliminary Phase work for the fence construction in FY 06 including the wildlife study by USDA], Rehabilitate Apron, Rehabilitate Taxiway","3-31-0003-010-2005","AIA",1025000.00,924182.00,100818.00,0.00
"AIA","31-0003","Alliance Municipal","Alliance","NE","ACE","GA",3,2006,"Install Airfield Guidance Signs, Install Perimeter Fencing, Rehabilitate Apron, Rehabilitate Taxiway","3-31-0003-011-2006","AIA",267268.00,267268.00,0.00,0.00
"AIA","31-0003","Alliance Municipal","Alliance","NE","ACE","GA",3,2009,"Rehabilitate Runway - 12/30","3-31-0003-012-2009","AIA",205429.00,205429.00,0.00,0.00
"AIA","31-0003","Alliance Municipal","Alliance","NE","ACE","GA",3,2009,"Rehabilitate Runway - 12/30","3-31-0003-013-2009","AIA",467568.00,467568.00,0.00,0.00
"4D9","31-0004","Alma Municipal","Alma","NE","ACE","GA",3,2006,"Construct Utilities","3-31-0004-002-2006","4D9",134778.00,134778.00,0.00,0.00
"4D9","31-0004","Alma Municipal","Alma","NE","ACE","GA",3,2007,"Construct Apron","3-31-0004-003-2007","4D9",395730.00,275353.00,120377.00,0.00
"8V2","31-0079","Stuart-Atkinson Municipal","Atkinson","NE","ACE","GA",3,2005,"Rehabilitate Apron, Rehabilitate Taxiway","3-31-0079-002-2005","8V2",285876.00,33376.00,252500.00,0.00
"8V2","31-0079","Stuart-Atkinson Municipal","Atkinson","NE","ACE","GA",3,2009,"Acquire Land for Development","3-31-0079-003-2009","8V2",125400.00,125400.00,0.00,0.00
"8V2","31-0079","Stuart-Atkinson Municipal","Atkinson","NE","ACE","GA",3,2009,"Rehabilitate Runway [Phase II design Reconstruct (shift Runway)] - 11/29","3-31-0079-004-2009","8V2",228760.00,228760.00,0.00,0.00
"K01","31-0006","Farington Field","Auburn","NE","ACE","GA",1,2009,"Construct Terminal Building [Phase I - Part A]","3-31-0006-003-2009","K01",332500.00,332500.00,0.00,0.00
"K01","31-0006","Farington Field","Auburn","NE","ACE","GA",1,2009,"Construct Terminal Building [Phase II - Part B], Rehabilitate Apron","3-31-0006-004-2009","K01",266787.00,266787.00,0.00,0.00
"AUH","31-0007","Aurora Municipal - Al Potter Field","Aurora","NE","ACE","GA",3,2005,"Rehabilitate Apron, Rehabilitate Runway - 16/34, Rehabilitate Taxiway","3-31-0007-005-2005","AUH",264522.00,158629.00,105893.00,0.00
"AUH","31-0007","Aurora Municipal - Al Potter Field","Aurora","NE","ACE","GA",3,2007,"Construct Building, Remove Obstructions","3-31-0007-006-2007","AUH",312303.00,300000.00,12303.00,0.00
"AUH","31-0007","Aurora Municipal - Al Potter Field","Aurora","NE","ACE","GA",3,2008,"Construct Building","3-31-0007-007-2008","AUH",106390.00,106390.00,0.00,0.00
"RBE","31-0008","Rock County","Bassett","NE","ACE","GA",3,2005,"Construct Parking Lot, Improve Access Road, Rehabilitate Taxiway","3-31-0008-004-2005","RBE",210194.00,4660.00,205534.00,0.00
"RBE","31-0008","Rock County","Bassett","NE","ACE","GA",3,2006,"Rehabilitate Runway - 13/31","3-31-0008-005-2006","RBE",117717.00,90951.00,26766.00,0.00
"RBE","31-0008","Rock County","Bassett","NE","ACE","GA",3,2007,"Install Runway Vertical/Visual Guidance System - 13/31","3-31-0008-006-2007","RBE",78524.00,78524.00,0.00,0.00
"RBE","31-0008","Rock County","Bassett","NE","ACE","GA",3,2008,"Acquire Miscellaneous Land","3-31-0008-007-2008","RBE",28500.00,28500.00,0.00,0.00
"RBE","31-0008","Rock County","Bassett","NE","ACE","GA",3,2009,"Construct Building","3-31-0008-008-2009","RBE",60059.00,60059.00,0.00,0.00
"BIE","31-0009","Beatrice Municipal","Beatrice","NE","ACE","GA",1,2005,"Construct Sand and Chemical Storage Building, Construct Snow Removal Equipment Building, Install Airfield Guidance Signs, Install Miscellaneous NAVAIDS","3-31-0009-009-2005","BIE",186860.00,183872.00,2988.00,0.00
"BIE","31-0009","Beatrice Municipal","Beatrice","NE","ACE","GA",1,2006,"Acquire Snow Removal Equipment","3-31-0009-010-2006","BIE",96405.00,96405.00,0.00,0.00
"BIE","31-0009","Beatrice Municipal","Beatrice","NE","ACE","GA",1,2007,"Improve Access Road","3-31-0009-011-2007","BIE",167213.00,167213.00,0.00,0.00
"BIE","31-0009","Beatrice Municipal","Beatrice","NE","ACE","GA",1,2009,"Acquire Land For Approaches","3-31-0009-012-2009","BIE",604458.00,604458.00,0.00,0.00
"BTA","31-0109","Blair Municipal","Blair","NE","ACE","GA",1,2005,"Construct Apron, Construct Runway [Phase 4] - 13/31, Construct Taxiway, Install Miscellaneous NAVAIDS, Update Airport Master Plan Study","3-31-0109-006-2005","BTA",777972.00,777972.00,0.00,0.00
"BTA","31-0109","Blair Municipal","Blair","NE","ACE","GA",1,2009,"Construct Taxiway [PH 1 Grading Taxiway - Part A], Install Runway Vertical/Visual Guidance System [PH 1 - Part A] - 13/31","3-31-0109-007-2009","BTA",273693.00,273693.00,0.00,0.00
"BTA","31-0109","Blair Municipal","Blair","NE","ACE","GA",1,2009,"Construct Taxiway [PH 2 Grading Taxiway - Part B], Install Runway Vertical/Visual Guidance System [PH 2 _ Part B] - 13/31","3-31-0109-008-2009","BTA",222016.00,222016.00,0.00,0.00
"BTA","31-0109","Blair Municipal","Blair","NE","ACE","GA",1,2009,"Construct Taxiway [PH 3 Pave full parallel Taxiway and Install taxiway lights - Part B]","3-31-0109-009-2009","BTA",1712766.00,1712766.00,0.00,0.00
"BBW","31-0013","Broken Bow Municipal","Broken Bow","NE","ACE","GA",3,2005,"Acquire Snow Removal Equipment","3-31-0013-003-2005","BBW",121021.00,0.00,121021.00,0.00
"BBW","31-0013","Broken Bow Municipal","Broken Bow","NE","ACE","GA",3,2006,"Construct Building, Update Airport Master Plan Study","3-31-0013-004-2006","BBW",451988.00,319810.00,132178.00,0.00
"BUB","31-0014","Cram Field","Burwell","NE","ACE","GA",3,2006,"Rehabilitate Apron, Rehabilitate Taxiway","3-31-0014-003-2006","BUB",510053.00,268005.00,242048.00,0.00
"CSB","31-0015","Cambridge Municipal","Cambridge","NE","ACE","GA",3,2006,"Update Airport Master Plan Study","3-31-0015-004-2006","CSB",44076.00,0.00,44076.00,0.00
"07K","31-0016","Central City Municipal - Larry Reineke Field","Central City","NE","ACE","GA",3,2006,"Extend Runway - 15/33, Rehabilitate Apron, Widen Taxiway","3-31-0016-002-2006","07K",1181614.00,1181614.00,0.00,0.00
"CDR","31-0017","Chadron Municipal","Chadron","NE","ACE","GA",3,2005,"Acquire Snow Removal Equipment","3-31-0017-007-2005","CDR",109283.00,109283.00,0.00,0.00
"CDR","31-0017","Chadron Municipal","Chadron","NE","ACE","GA",3,2006,"Improve Runway Safety Area - 02/20, Install Guidance Signs","3-31-0017-008-2006","CDR",160089.00,160089.00,0.00,0.00
"CDR","31-0017","Chadron Municipal","Chadron","NE","ACE","GA",3,2007,"Install Guidance Signs","3-31-0017-009-2007","CDR",79425.00,79425.00,0.00,0.00
"CDR","31-0017","Chadron Municipal","Chadron","NE","ACE","GA",3,2009,"Update Airport Master Plan Study","3-31-0017-010-2009","CDR",184300.00,184300.00,0.00,0.00
"CNP","31-0018","Billy G Ray Field","Chappell","NE","ACE","",,,"","","",,,,
"OLU","31-0019","Columbus Municipal","Columbus","NE","ACE","GA",3,2005,"Acquire Land For Approaches, Acquire Land For Approaches","3-31-0019-005-2005","OLU",658889.00,658889.00,0.00,0.00
"OLU","31-0019","Columbus Municipal","Columbus","NE","ACE","GA",3,2007,"Remove Obstructions","3-31-0019-006-2007","OLU",67737.00,67000.00,737.00,0.00
"CZD","31-0020","Cozad Municipal","Cozad","NE","ACE","GA",3,2005,"Extend Runway [Land for Runway RPZ and BRL (Phase 1)] - 13/31","3-31-0020-002-2005","CZD",134561.00,0.00,134561.00,0.00
"CZD","31-0020","Cozad Municipal","Cozad","NE","ACE","GA",3,2006,"Extend Runway [Extend runway (Phase 2)] - 13/31","3-31-0020-003-2006","CZD",507709.00,348770.00,158939.00,0.00
"CZD","31-0020","Cozad Municipal","Cozad","NE","ACE","GA",3,2009,"Construct Apron","3-31-0020-004-2009","CZD",198693.00,198693.00,0.00,0.00
"CZD","31-0020","Cozad Municipal","Cozad","NE","ACE","GA",3,2009,"Construct Access Road, Construct Apron","3-31-0020-005-2009","CZD",531090.00,531090.00,0.00,0.00
"6K3","31-0089","Creighton Municipal","Creighton","NE","ACE","GA",3,2005,"Rehabilitate Runway - 12/30, Rehabilitate Taxiway","3-31-0089-002-2005","6K3",77387.00,10350.00,67037.00,0.00
"6K3","31-0089","Creighton Municipal","Creighton","NE","ACE","GA",3,2006,"Acquire Miscellaneous Land","3-31-0089-003-2006","6K3",22807.00,0.00,22807.00,0.00
"6K3","31-0089","Creighton Municipal","Creighton","NE","ACE","GA",3,2007,"Construct Taxiway, Extend Runway - 12/30, Install Runway Lighting - 12/30, Rehabilitate Apron, Rehabilitate Runway - 12/30, Rehabilitate Taxiway, Rehabilitate Taxiway, Widen Runway - 12/30","3-31-0089-004-2007","6K3",1322059.00,812152.00,509907.00,0.00
"6K3","31-0089","Creighton Municipal","Creighton","NE","ACE","GA",3,2009,"Install Miscellaneous NAVAIDS, Install Runway Vertical/Visual Guidance System - 12/30","3-31-0089-005-2009","6K3",123693.00,123693.00,0.00,0.00
"6K3","31-0089","Creighton Municipal","Creighton","NE","ACE","GA",3,2009,"Install Miscellaneous NAVAIDS, Install Runway Vertical/Visual Guidance System - 12/30","3-31-0089-006-2009","6K3",34307.00,34307.00,0.00,0.00
"CEK","31-0022","Crete Municipal","Crete","NE","ACE","GA",3,2005,"Construct Snow Removal Equipment Building","3-31-0022-005-2005","CEK",220702.00,0.00,220702.00,0.00
"CEK","31-0022","Crete Municipal","Crete","NE","ACE","GA",3,2006,"Acquire Miscellaneous Land","3-31-0022-006-2006","CEK",323446.00,294654.00,28792.00,0.00
"CEK","31-0022","Crete Municipal","Crete","NE","ACE","GA",3,2008,"Construct Taxiway, Install Perimeter Fencing, Rehabilitate Runway - 17/35, Remove Obstructions","3-31-0022-007-2008","CEK",1133013.00,1133013.00,0.00,0.00
"CEK","31-0022","Crete Municipal","Crete","NE","ACE","GA",3,2009,"Install Runway Vertical/Visual Guidance System - 17/35, Rehabilitate Runway Lighting - 17/35, Rehabilitate Taxiway Lighting","3-31-0022-008-2009","CEK",88143.00,88143.00,0.00,0.00
"CEK","31-0022","Crete Municipal","Crete","NE","ACE","GA",3,2009,"Install Runway Vertical/Visual Guidance System - 17/35, Rehabilitate Runway Lighting - 17/35, Rehabilitate Taxiway Lighting","3-31-0022-009-2009","CEK",459749.00,459749.00,0.00,0.00
"47V","31-0024","Curtis Municipal","Curtis","NE","ACE","GA",3,2006,"Install Miscellaneous NAVAIDS, Install Runway Lighting - 12/30","3-31-0024-002-2006","47V",178842.00,0.00,178842.00,0.00
"93Y","31-0025","David City Municipal","David City","NE","ACE","GA",1,2007,"Acquire Land For Approaches","3-31-0025-003-2007","93Y",115888.00,57734.00,58154.00,0.00
"93Y","31-0025","David City Municipal","David City","NE","ACE","GA",1,2008,"Extend Runway - 14/32, Rehabilitate Runway - 14/32, Rehabilitate Runway Lighting - 14/32","3-31-0025-004-2008","93Y",56500.00,56500.00,0.00,0.00
"93Y","31-0025","David City Municipal","David City","NE","ACE","GA",1,2008,"Acquire Land For Approaches","3-31-0025-005-2008","93Y",49924.00,49924.00,0.00,0.00
