Indent,Budget Function,Subsidyscope Title,Title as Appears in Budget,Source,Report Year,2000 Total,2001 Total,2002 Total,2003 Total,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,2009 Total,2010 Total,2011 Total,2012 Total,2013 Total,2014 Total,2015 Total,2016 Total,2000 Corp,2001 Corp,2002 Corp,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2015 Corp,2016 Corp,2000 Indv,2001 Indv,2002 Indv,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2015 Indv,2016 Indv
*,Agriculture,Deferral of gain on sale of farm refiners,Deferral of gain on sale of farm refiners,Treasury,2008,,,,,,,10.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,10.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
*,Agriculture,Deferral of gain on sale of farm refiners,Deferral of gain on sale of farm refiners,Treasury,2009,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
*,Agriculture,Deferral of gain on sale of farm refiners,Deferral of gain on sale of farm refiners,Treasury,2010,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
*,Agriculture,Deferral of gain on sale of farm refiners,Deferral of gain on sale of farm refiners,Treasury,2011,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
*,Agriculture,Deferral of gain on sale of farm refiners,Deferral of gain on sale of farm refiners,Treasury,2012,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
*,Agriculture,Exclusion of cost-sharing payments,Exclusion of cost-sharing payments,JCT,2001,0,0,0,0,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,
*,Agriculture,Exclusion of cost-sharing payments,Exclusion of cost-sharing payments,JCT,2002,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,
*,Agriculture,Exclusion of cost-sharing payments,Exclusion of cost-sharing payments,JCT,2003,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,
*,Agriculture,Exclusion of cost-sharing payments,Exclusion of cost-sharing payments,JCT,2004,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,
*,Agriculture,Exclusion of cost-sharing payments,Exclusion of cost-sharing payments,JCT,2005,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,
*,Agriculture,Exclusion of cost-sharing payments,Exclusion of cost-sharing payments,JCT,2006,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,
*,Agriculture,Exclusion of cost-sharing payments,Exclusion of cost-sharing payments,JCT,2007,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,
*,Agriculture,Exclusion of cost-sharing payments,Exclusion of cost-sharing payments,JCT,2008,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,
*,Agriculture,Exclusion of cost-sharing payments,Exclusion of cost-sharing payments,JCT,2009,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,
*,Agriculture,Exclusion of cost-sharing payments,Exclusion of cost-sharing payments,JCT,2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,
*,Agriculture,Exclusion of cost-sharing payments,Expensing of cost-sharing payments,JCT,2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,
*,Agriculture,Exclusion of cost-sharing payments,Exclusion of cost-sharing payments,JCT,2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2001,70.00,75.00,75.00,80.00,85.00,90.00,,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,,60.00,65.00,65.00,70.00,75.00,80.00,,,,,,,,,,,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2002,160.00,160.00,160.00,170.00,170.00,180.00,180.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,140.00,140.00,140.00,150.00,150.00,160.00,160.00,,,,,,,,,,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2003,,170.00,170.00,170.00,170.00,170.00,170.00,170.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,150.00,150.00,150.00,150.00,150.00,150.00,150.00,,,,,,,,,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2004,,,170.00,180.00,170.00,170.00,170.00,170.00,190.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,30.00,,,,,,,,,,,150.00,160.00,150.00,150.00,150.00,150.00,160.00,,,,,,,,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2005,,,,120.00,130.00,130.00,130.00,140.00,150.00,160.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,30.00,30.00,,,,,,,,,,,100.00,110.00,110.00,110.00,120.00,120.00,130.00,,,,,,,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2006,,,,,100.00,110.00,130.00,130.00,130.00,140.00,140.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,80.00,90.00,110.00,110.00,110.00,120.00,120.00,,,,,,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2007,,,,,,110.00,130.00,130.00,130.00,140.00,140.00,150.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,30.00,,,,,,,,,,,90.00,110.00,110.00,110.00,120.00,120.00,120.00,,,,,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2008,,,,,,,130.00,130.00,130.00,140.00,140.00,150.00,150.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,30.00,30.00,,,,,,,,,,,110.00,110.00,110.00,120.00,120.00,120.00,120.00,,,,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2009,,,,,,,,110.00,110.00,110.00,120.00,120.00,120.00,120.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,100.00,100.00,100.00,110.00,110.00,110.00,110.00,,,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2010,,,,,,,,,110.00,110.00,110.00,120.00,120.00,120.00,120.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,100.00,100.00,100.00,110.00,110.00,110.00,110.00,,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2011,,,,,,,,,,70.00,70.00,70.00,80.00,90.00,90.00,90.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,60.00,60.00,60.00,70.00,80.00,80.00,80.00,,
*,Agriculture,Expensing of certain capital outlays,Expensing of certain capital outlays,Treasury,2012,,,,,,,,,,,70.00,80.00,100.00,110.00,130.00,130.00,140.00,,,,,,,,,,,0.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,70.00,70.00,90.00,100.00,120.00,120.00,130.00,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing of fertilizer and soil conditioner costs,JCT,2001,0,100.00,100.00,100.00,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,<50,100.00,100.00,100.00,,,,,,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing of fertilizer and soil conditioner costs,JCT,2002,0,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,100.00,100.00,100.00,100.00,,,,,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing of fertilizer and soil conditioner costs,JCT,2003,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing of fertilizer and soil conditioner costs,JCT,2004,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing of fertilizer and soil conditioner costs,JCT,2005,,,,0,0,0,0,0,,,,,,,,,,,,,>-50,<50,<50,<50,<50,,,,,,,,,,,,,>-50,<50,<50,<50,<50,,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing of fertilizer and soil conditioner costs,JCT,2006,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing of fertilizer and soil conditioner costs,JCT,2007,,,,,,100.00,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,<50,<50,<50,<50,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing of fertilizer and soil conditioner costs,JCT,2008,,,,,,,200.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,200.00,100.00,100.00,100.00,100.00,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing of fertilizer and soil conditioner costs,JCT,2009,,,,,,,,200.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,200.00,100.00,100.00,100.00,100.00,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing by farmers for fertilizer and soil conditioner costs,JCT,2010,,,,,,,,,200.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,200.00,100.00,100.00,100.00,100.00,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing by farmers for fertilizer and soil conditioner costs,JCT,2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing by farmers for fertilizer and soil conditioner costs,Expensing by farmers for fertilizer and soil conditioner costs,JCT,2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2001,0,0,0,0,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2002,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2003,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2004,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2005,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2006,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2007,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2008,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2009,,,,,,,,0,0,0,0,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,100.00,,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,
**,Agriculture,Expensing of certain capital outlays - Expensing of soil and water conservation expenditures,Expensing of soil and water conservation expenditures,JCT,2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2001,85.00,90.00,95.00,105.00,110.00,110.00,,,,,,,,,,,,10.00,10.00,10.00,15.00,15.00,15.00,,,,,,,,,,,,75.00,80.00,85.00,90.00,95.00,95.00,,,,,,,,,,,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2002,110.00,110.00,120.00,120.00,120.00,130.00,130.00,,,,,,,,,,,10.00,10.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,110.00,110.00,,,,,,,,,,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2003,,120.00,130.00,130.00,130.00,120.00,120.00,120.00,,,,,,,,,,,10.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,110.00,110.00,110.00,110.00,100.00,100.00,100.00,,,,,,,,,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2004,,,130.00,130.00,120.00,120.00,120.00,120.00,120.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,110.00,110.00,100.00,100.00,100.00,100.00,100.00,,,,,,,,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2005,,,,90.00,90.00,90.00,100.00,100.00,100.00,100.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,70.00,70.00,70.00,80.00,80.00,80.00,80.00,,,,,,,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2006,,,,,50.00,60.00,70.00,70.00,80.00,80.00,80.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,40.00,50.00,60.00,60.00,70.00,70.00,70.00,,,,,,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2007,,,,,,60.00,70.00,70.00,80.00,80.00,80.00,90.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,20.00,,,,,,,,,,,50.00,60.00,60.00,70.00,70.00,70.00,70.00,,,,,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2008,,,,,,,70.00,70.00,80.00,80.00,80.00,90.00,90.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,20.00,20.00,,,,,,,,,,,60.00,60.00,70.00,70.00,70.00,70.00,70.00,,,,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2009,,,,,,,,80.00,80.00,80.00,80.00,90.00,90.00,90.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,70.00,70.00,70.00,70.00,80.00,80.00,80.00,,,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2010,,,,,,,,,80.00,80.00,80.00,80.00,90.00,90.00,90.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,70.00,70.00,70.00,70.00,80.00,80.00,80.00,,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2011,,,,,,,,,,120.00,110.00,110.00,110.00,120.00,120.00,120.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,110.00,100.00,100.00,100.00,110.00,110.00,110.00,,
*,Agriculture,Expensing of certain multiperiod production costs,Expensing of certain multiperiod production costs,Treasury,2012,,,,,,,,,,,140.00,150.00,150.00,170.00,180.00,180.00,180.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,130.00,140.00,140.00,160.00,170.00,170.00,170.00,
*,Agriculture,Expensing of reforestation expenditures,Expensing of reforestation expenditures,Treasury,2012,,,,,,,,,,,50.00,70.00,80.00,80.00,80.00,90.00,90.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,40.00,60.00,70.00,70.00,70.00,80.00,80.00,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2001,200.00,200.00,200.00,200.00,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,200.00,200.00,200.00,200.00,,,,,,,,,,,,,,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2002,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2003,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2004,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2005,,,,100.00,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,<50,<50,<50,<50,,,,,,,,,,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2006,,,,,100.00,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,<50,<50,<50,<50,,,,,,,,,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2007,,,,,,100.00,100.00,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,>-50,,,,,,,,,,,,,100.00,100.00,<50,<50,>-50,,,,,,,,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2008,,,,,,,100.00,0,0,0,0,,,,,,,,,,,,,<50,<50,>-50,>-50,<50,,,,,,,,,,,,,100.00,<50,>-50,>-50,<50,,,,,,,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2009,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2010,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,
*,Agriculture,Expensing of the costs of raising dairy and breeding cattle,Expensing of the costs of raising dairy and breeding cattle,JCT,2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,
*,Agriculture,Five-year carryback period for net operating losses attributable to farming,Five-year carryback period for net operating losses attributable to farming,JCT,2001,100.00,100.00,0,0,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,100.00,100.00,<50,<50,,,,,,,,,,,,,,
*,Agriculture,Five-year carryback period for net operating losses attributable to farming,Five-year carryback period for net operating losses attributable to farming,JCT,2002,100.00,100.00,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,100.00,<50,<50,<50,,,,,,,,,,,,,
*,Agriculture,Five-year carryback period for net operating losses attributable to farming,Five-year carryback period for net operating losses attributable to farming,JCT,2003,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,
