"PSC CODE","PRODUCT AND SERVICE CODE NAME","START DATE","END DATE","PRODUCT AND SERVICE CODE FULL NAME","PRODUCT AND SERVICE CODE EXCLUDES","PRODUCT AND SERVICE CODE NOTES","PRODUCT AND SERVICE CODE INICLUDES"
"AS41","MARINE TRANSPORTATION (BASIC)",9/15/1981,,"MARINE TRANSPORTATION  - BASIC RESEARCH",,,
"AS42","R&D-TRANS-MARINE-A RES/EXPL DEV",10/15/1983,,"MARINE TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AS43","MARINE TRANSPORTATION (ADVANCED)",2/15/1982,,"MARINE TRANSPORTATION  - ADVANCED DEVELOPMENT",,,
"AS44","MARINE TRANSPORTATION (ENGINEERING)",7/15/1980,,"MARINE TRANSPORTATION  - ENGINEERING DEVELOPMENT",,,
"AS45","MARINE TRANSPORTATION (OPERATIONAL)",3/15/1980,,"MARINE TRANSPORTATION  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AS46","R&D-TRANS-MARINE-MGMT SUP",12/15/1981,,"MARINE TRANSPORTATION  - MANAGEMENT AND SUPPORT",,,
"AS47","R&D-TRANS-MARINE-COMERCLIZ",10/1/1991,,,,,
"AS90","R&D-OTHER MODAL TRANS",10/15/1981,7/31/1999,,,,
"AS91","OTHER MODAL TRANSPORTATION (BASIC)",10/15/1980,,"OTHER MODAL TRANSPORTATION  - BASIC RESEARCH",,,
"AS92","R&D-OTHER MODAL TRANS-A RES/EXPL DE",10/1/1991,,"OTHER MODAL TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AS93","R&D-OTHER MODAL TRANS-ADV DEV",10/1/1991,,"OTHER MODAL TRANSPORTATION  - ADVANCED DEVELOPMENT",,,
"AS94","R&D-OTHER MODAL TRANS-ENG DEV",10/1/1991,,"OTHER MODAL TRANSPORTATION  - ENGINEERING DEVELOPMENT",,,
"AS95","R&D-OTHER MODAL TRANS-OPSY DEV",6/15/1988,,"OTHER MODAL TRANSPORTATION  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AS96","R&D-OTHER MODAL TRANS-MGMT SUP",12/15/1978,,"OTHER MODAL TRANSPORTATION  - MANAGEMENT AND SUPPORT",,,
"AS97","R&D-OTHER MODAL TRANS-COMERCLIZ",10/1/1991,,,,,
"AT","TRANSPORTATION (OTHER) RANDD",10/1/1979,,,,,
"AT10","R&D-TRANS-ROADS-BRIDGES",10/15/1978,7/31/1999,,,,
"AT11","R&D-TRANS-ROADS-BRIDGES-B RES",9/15/1986,,"HIGHWAYS, ROADS, AND BRIDGES  - BASIC RESEARCH",,,
"AT12","R&D-TRANS-ROADS-BRIDGES-A RES/EXPL",2/15/1984,,"HIGHWAYS, ROADS, AND BRIDGES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AT13","R&D-TRANS-ROADS-BRIDGES-ADV DEV",12/15/1978,,"HIGHWAYS, ROADS, AND BRIDGES  - ADVANCED DEVELOPMENT",,,
"AT14","R&D-TRANS-ROADS-BRIDGES-ENG DEV",6/15/1980,,"HIGHWAYS, ROADS, AND BRIDGES  - ENGINEERING DEVELOPMENT",,,
"AT15","R&D-TRANS-ROADS-BRIDGES-OPSY DEV",7/15/1987,,"HIGHWAYS, ROADS, AND BRIDGES  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AT16","R&D-TRANS-ROADS-BRIDGES-MGMT SUP",3/15/1984,,"HIGHWAYS, ROADS, AND BRIDGES  - MANAGEMENT AND SUPPORT",,,
"AT17","R&D-TRANS-ROADS-BRIDGES-COMERCLIZ",10/1/1991,,,,,
"AT20","R&D-TRANS-HUMAN FACTORS",7/15/1979,7/31/1999,,,,
"AT21","R&D-TRANS-HUMAN FACTORS-B RES",10/15/1978,,"HUMAN FACTORS CONCERNING TRANSPORTATION  - BASIC RESEARCH",,,
"AT22","R&D-TRANS-HUMAN FACTORS-A RES/EXPL",10/15/1978,,"HUMAN FACTORS CONCERNING TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AT23","R&D-TRANS-HUMAN FACTORS-ADV DEV",7/15/1979,,"HUMAN FACTORS CONCERNING TRANSPORTATION  - ADVANCED DEVELOPMENT",,,
"AT24","R&D-TRANS-HUMAN FACTORS-ENG DEV",10/1/1991,,"HUMAN FACTORS CONCERNING TRANSPORTATION  - ENGINEERING DEVELOPMENT",,,
"AT25","R&D-TRANS-HUMAN FACTORS-OPSY DEV",10/1/1991,,"HUMAN FACTORS CONCERNING TRANSPORTATION  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AT26","R&D-TRANS-HUMAN FACTORS-MGMT SUP",6/15/1980,,"HUMAN FACTORS CONCERNING TRANSPORTATION  - MANAGEMENT AND SUPPORT",,,
"AT27","R&D-TRANS-HUMAN FACTORS-COMERCLIZ",10/1/1991,,,,,
"AT30","R&D-TRANS-NAVIGATION AIDS",2/15/1980,7/31/1999,,,,
"AT31","R&D-TRANS-NAVIGATION AIDS-B RES",10/15/1979,,"NAVIGATION AND NAVIGATIONAL AIDS  - BASIC RESEARCH",,,
"AT32","R&D-TRANS-NAVIGATION AIDS-A RES/EXP",11/15/1978,,"NAVIGATION AND NAVIGATIONAL AIDS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AT33","R&D-TRANS-NAVIGATION AIDS-ADV DEV",11/15/1978,,"NAVIGATION AND NAVIGATIONAL AIDS  - ADVANCED DEVELOPMENT",,,
"AT34","R&D-TRANS-NAVIGATION AIDS-ENG DEV",5/15/1980,,"NAVIGATION AND NAVIGATIONAL AIDS  - ENGINEERING DEVELOPMENT",,,
"AT35","R&D-TRANS-NAVIGATION AIDS-OPSY DEV",12/15/1978,,"NAVIGATION AND NAVIGATIONAL AIDS  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AT36","R&D-TRANS-NAVIGATION AIDS-MGMT SUP",10/1/1991,,"NAVIGATION AND NAVIGATIONAL AIDS  - MANAGEMENT AND SUPPORT",,,
"AT37","R&D-TRANS-NAVIGATION AIDS-COMERCLIZ",10/1/1991,,,,,
"AT40","R&D-TRANS-PASS SAFETY",10/15/1978,7/31/1999,,,,
"AT41","R&D-TRANS-PASS SAFETY-B RES",3/15/1982,,"PASSENGER SAFETY AND SECURITY  - BASIC RESEARCH",,,
"AT42","R&D-TRANS-PASS SAFETY-A RES/EXPL DE",10/1/1991,,"PASSENGER SAFETY AND SECURITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AT43","R&D-TRANS-PASS SAFETY-ADV DEV",10/1/1991,,"PASSENGER SAFETY AND SECURITY  - ADVANCED DEVELOPMENT",,,
"AT44","R&D-TRANS-PASS SAFETY-ENG DEV",10/1/1991,,"PASSENGER SAFETY AND SECURITY  - ENGINEERING DEVELOPMENT",,,
"AT45","R&D-TRANS-PASS SAFETY-OPSY DEV",10/1/1991,,"PASSENGER SAFETY AND SECURITY  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AT46","R&D-TRANS-PASS SAFETY-MGMT SUP",10/1/1991,,"PASSENGER SAFETY AND SECURITY  - MANAGEMENT AND SUPPORT",,,
"AT47","R&D-TRANS-PASS SAFETY-COMERCLIZ",10/1/1991,,,,,
"AT50","R&D-TRANS-PIPELINE SAFETY",10/1/1991,7/31/1999,,,,
"AT51","PIPELINE SAFETY (BASIC)",10/1/1991,,"PIPELINE SAFETY  - BASIC RESEARCH",,,
"AT52","R&D-TRANS-PIPELINE SAFETY-A RES/EXP",10/1/1991,,"PIPELINE SAFETY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AT53","PIPELINE SAFETY (ADVANCED)",10/1/1991,,"PIPELINE SAFETY  - ADVANCED DEVELOPMENT",,,
"AT54","PIPELINE SAFETY (ENGINEERING)",10/1/1991,,"PIPELINE SAFETY  - ENGINEERING DEVELOPMENT",,,
"AT55","PIPELINE SAFETY (OPERATIONAL)",10/1/1991,,"PIPELINE SAFETY  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AT56","R&D-TRANS-PIPELINE SAFETY-MGMT SUP",10/1/1991,,"PIPELINE SAFETY  - MANAGEMENT AND SUPPORT",,,
"AT57","R&D-TRANS-PIPELINE SAFETY-COMERCLIZ",10/1/1991,,,,,
"AT60","R&D-TRANS-TRAFFIC MGT",10/1/1991,7/31/1999,,,,
"AT61","TRAFFIC MANAGEMENT (BASIC)",10/1/1991,,"TRAFFIC MANAGEMENT  - BASIC RESEARCH",,,
"AT62","R&D-TRANS-TRAFFIC MGT-A RES/EXPL DE",10/1/1991,,"TRAFFIC MANAGEMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AT63","TRAFFIC MANAGEMENT (ADVANCED)",10/1/1991,,"TRAFFIC MANAGEMENT  - ADVANCED DEVELOPMENT",,,
"AT64","TRAFFIC MANAGEMENT (ENGINEERING)",10/1/1991,,"TRAFFIC MANAGEMENT  - ENGINEERING DEVELOPMENT",,,
"AT65","TRAFFIC MANAGEMENT (OPERATIONAL)",10/1/1991,,"TRAFFIC MANAGEMENT  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AT66","R&D-TRANS-TRAFFIC MGT-MGMT SUP",10/1/1991,,"TRAFFIC MANAGEMENT  - MANAGEMENT AND SUPPORT",,,
"AT67","R&D-TRANS-TRAFFIC MGT-COMERCLIZ",10/1/1991,,,,,
"AT70","R&D-TRANS-TUNNELS",1/15/1981,7/31/1999,,,,
"AT71","R&D-TRANS-TUNNELS-B RES",10/1/1991,,"TUNNELS AND OTHER SUBSURFACE STRUCTURES  - BASIC RESEARCH",,,
"AT72","R&D-TRANS-TUNNELS-A RES/EXPL DEV",10/1/1991,,"TUNNELS AND OTHER SUBSURFACE STRUCTURES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AT73","R&D-TRANS-TUNNELS-ADV DEV",10/1/1991,,"TUNNELS AND OTHER SUBSURFACE STRUCTURES  - ADVANCED DEVELOPMENT",,,
"AT74","R&D-TRANS-TUNNELS-ENG DEV",10/1/1991,,"TUNNELS AND OTHER SUBSURFACE STRUCTURES  - ENGINEERING DEVELOPMENT",,,
"AT75","R&D-TRANS-TUNNELS-OPSY DEV",10/1/1991,,"TUNNELS AND OTHER SUBSURFACE STRUCTURES  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AT76","R&D-TRANS-TUNNELS-MGMT SUP",10/1/1991,,"TUNNELS AND OTHER SUBSURFACE STRUCTURES  - MANAGEMENT AND SUPPORT",,,
"AT77","R&D-TRANS-TUNNELS-COMERCLIZ",10/1/1991,,,,,
"AT81","R&D-TRANS OF HAZARD MAT-B RES",10/1/1991,,"TRANSPORTING HAZARDOUS MATERIALS  - BASIC RESEARCH",,,
"AT82","R&D-TRANS OF HAZARD MAT-A RES/EXPL",10/1/1991,,"TRANSPORTING HAZARDOUS MATERIALS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AT83","R&D-TRANS OF HAZARD MAT-ADV DEV",10/1/1991,,"TRANSPORTING HAZARDOUS MATERIALS  - ADVANCED DEVELOPMENT",,,
"AT84","R&D-TRANS OF HAZARD MAT-ENG DEV",10/1/1991,,"TRANSPORTING HAZARDOUS MATERIALS  - ENGINEERING DEVELOPMENT",,,
"AT85","R&D-TRANS OF HAZARD MAT-OPSY DEV",10/1/1991,,"TRANSPORTING HAZARDOUS MATERIALS  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AT86","R&D-TRANS OF HAZARD MAT-MGMT SUP",10/1/1991,,"TRANSPORTING HAZARDOUS MATERIALS  - MANAGEMENT AND SUPPORT",,,
"AT87","RDTE/TRANS - HAZARDOUS MATS - OPERATIONAL SY DEV",,,,,,
"AT90","R&D-OTHER GENERAL TRANS",12/15/1978,7/31/1999,,,,
"AT91","R&D-OTHER GENERAL TRANS-B RES",10/1/1991,,"OTHER GENERAL TRANSPORTATION  - BASIC RESEARCH",,,
"AT92","R&D-OTHER GENERAL TRANS-A RES/EXPL",10/1/1991,,"OTHER GENERAL TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AT93","R&D-OTHER GENERAL TRANS-ADV DEV",10/1/1991,,"OTHER GENERAL TRANSPORTATION  - ADVANCED DEVELOPMENT",,,
"AT94","R&D-OTHER GENERAL TRANS-ENG DEV",3/15/1984,,"OTHER GENERAL TRANSPORTATION  - ENGINEERING DEVELOPMENT",,,
"AT95","R&D-OTHER GENERAL TRANS-OPSY DEV",10/1/1991,,"OTHER GENERAL TRANSPORTATION  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AT96","R&D-OTHER GENERAL TRANS-MGMT SUP",9/15/1980,,"OTHER GENERAL TRANSPORTATION  - MANAGEMENT AND SUPPORT",,,
"AT97","R&D-OTHER GENERAL TRANS-COMERCLIZ",10/1/1991,,,,,
"AU","TRANSPORTATION (OBSOLETE GROUP)",10/1/1979,,,,,
"AU10","R&D-TRANS OF HAZARD MAT",1/15/1979,7/31/1999,,,,
"AU11","R&D-TRANS OF HAZARD MAT-RESEARCH",9/15/1979,7/31/1999,,,,
"AU12","R&D-TRANS OF HAZARD MAT-EXPL DEV",3/15/1979,7/31/1999,,,,
"AU13","R&D-TRANS OF HAZARD MAT-ADV DEV",9/15/1982,7/31/1999,,,,
"AU14","R&D-TRANS OF HAZARD MAT-ENG DEV",10/15/1980,7/31/1999,,,,
"AU15","R&D-TRANS OF HAZARD MAT-OPSY DEV",10/1/1991,7/31/1999,,,,
"AU16","R&D-TRANS OF HAZARD MAT-MGMT SUP",10/1/1991,7/31/1999,,,,
"AU17","R&D-TRANS OF HAZARD MAT-COMERCLIZ",10/1/1991,,,,,
"AU90","R&D-OTHER COMMODITY TRANS",1/15/1985,7/31/1999,,,,
"AU91","R&D-OTHER COMMODITY TRANS-RESEARCH",5/15/1988,7/31/1999,,,,
"AU92","R&D-OTHER COMMODITY TRANS-EXPL DEV",7/15/1979,7/31/1999,,,,
"AU93","R&D-OTHER COMMODITY TRANS-ADV DEV",10/1/1991,7/31/1999,,,,
"AU94","R&D-OTHER COMMODITY TRANS-ENG DEV",10/1/1991,7/31/1999,,,,
"AU95","R&D-OTHER COMMODITY TRANS-OPSY DEV",10/1/1991,7/31/1999,,,,
"AU96","R&D-OTHER COMMODITY TRANS-MGMT SUP",3/15/1979,7/31/1999,,,,
"AU97","R&D-OTHER COMMODITY TRANS-COMERCLIZ",10/1/1991,,,,,
"AV","MINING RANDD",10/1/1979,,,,,
"AV10","R&D-SUBSURFACE MINING EQ",10/1/1991,7/31/1999,,,,
"AV11","SUBSURFACE MINING EQUIPMENT (BASIC)",11/15/1980,,"SUBSURFACE MINING EQUIPMENT  - BASIC RESEARCH",,,
"AV12","R&D-SUBSURFACE MINING EQ-A RES/EXPL",10/1/1991,,"SUBSURFACE MINING EQUIPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AV13","R&D-SUBSURFACE MINING EQ-ADV DEV",11/15/1984,,"SUBSURFACE MINING EQUIPMENT  - ADVANCED DEVELOPMENT",,,
"AV14","R&D-SUBSURFACE MINING EQ-ENG DEV",10/1/1991,,"SUBSURFACE MINING EQUIPMENT  - ENGINEERING DEVELOPMENT",,,
"AV15","R&D-SUBSURFACE MINING EQ-OPSY DEV",10/1/1991,,"SUBSURFACE MINING EQUIPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AV16","R&D-SUBSURFACE MINING EQ-MGMT SUP",10/1/1991,,"SUBSURFACE MINING EQUIPMENT  - MANAGEMENT AND SUPPORT",,,
"AV17","R&D-SUBSURFACE MINING EQ-COMERCLIZ",10/1/1991,,,,,
"AV20","R&D-SURFACE MINING EQ",10/1/1991,7/31/1999,,,,
"AV21","SURFACE MINING EQUIPMENT (BASIC)",10/1/1991,,"SURFACE MINING EQUIPMENT  - BASIC RESEARCH",,,
"AV22","R&D-SURFACE MINING EQ-A RES/EXPL DE",10/1/1991,,"SURFACE MINING EQUIPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AV23","SURFACE MINING EQUIPMENT (ADVANCED)",10/1/1991,,"SURFACE MINING EQUIPMENT  - ADVANCED DEVELOPMENT",,,
"AV24","R&D-SURFACE MINING EQ-ENG DEV",10/1/1991,,"SURFACE MINING EQUIPMENT  - ENGINEERING DEVELOPMENT",,,
"AV25","R&D-SURFACE MINING EQ-OPSY DEV",10/1/1991,,"SURFACE MINING EQUIPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AV26","R&D-SURFACE MINING EQ-MGMT SUP",10/1/1991,,"SURFACE MINING EQUIPMENT  - MANAGEMENT AND SUPPORT",,,
"AV27","R&D-SURFACE MINING EQ-COMERCLIZ",10/1/1991,,,,,
"AV30","R&D-SUBSURF MINING METHS",10/1/1991,7/31/1999,,,,
"AV31","SUBSURFACE MINING METHODS (BASIC)",10/1/1991,,"SUBSURFACE MINING METHODS  - BASIC RESEARCH",,,
"AV32","R&D-SUBSURF MINING METHS-A RES/EXPL",12/15/1983,,"SUBSURFACE MINING METHODS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AV33","R&D-SUBSURF MINING METHS-ADV DEV",10/1/1991,,"SUBSURFACE MINING METHODS  - ADVANCED DEVELOPMENT",,,
"AV34","R&D-SUBSURF MINING METHS-ENG DEV",10/1/1991,,"SUBSURFACE MINING METHODS  - ENGINEERING DEVELOPMENT",,,
"AV35","R&D-SUBSURF MINING METHS-OPSY DEV",10/1/1991,,"SUBSURFACE MINING METHODS  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AV36","R&D-SUBSURF MINING METHS-MGMT SUP",10/1/1991,,"SUBSURFACE MINING METHODS  - MANAGEMENT AND SUPPORT",,,
"AV37","R&D-SUBSURF MINING METHS-COMERCLIZ",10/1/1991,,,,,
"AV40","R&D-SURFACE MINING METHS",10/1/1991,7/31/1999,,,,
"AV41","SURFACE MINING METHODS (BASIC)",10/1/1991,,"SURFACE MINING METHODS  - BASIC RESEARCH",,,
"AV42","R&D-SURFACE MINING METHS-A RES/EXPL",10/1/1991,,"SURFACE MINING METHODS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AV43","SURFACE MINING METHODS (ADVANCED)",10/1/1991,,"SURFACE MINING METHODS  - ADVANCED DEVELOPMENT",,,
"AV44","R&D-SURFACE MINING METHS-ENG DEV",10/1/1991,,"SURFACE MINING METHODS  - ENGINEERING DEVELOPMENT",,,
"AV45","R&D-SURFACE MINING METHS-OPSY DEV",10/1/1991,,"SURFACE MINING METHODS  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AV46","R&D-SURFACE MINING METHS-MGMT SUP",10/1/1991,,"SURFACE MINING METHODS  - MANAGEMENT AND SUPPORT",,,
"AV47","R&D-SURFACE MINING METHS-COMERCLIZ",10/1/1991,,,,,
"AV50","R&D-MINING RECLAM METHS",10/1/1991,7/31/1999,,,,
"AV51","MINING RECLAMATION METHODS (BASIC)",1/15/1988,,"MINING RECLAMATION METHODS  - BASIC RESEARCH",,,
"AV52","R&D-MINING RECLAM METHS-A RES/EXPL",10/1/1991,,"MINING RECLAMATION METHODS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AV53","R&D-MINING RECLAM METHS-ADV DEV",10/1/1991,,"MINING RECLAMATION METHODS  - ADVANCED DEVELOPMENT",,,
"AV54","R&D-MINING RECLAM METHS-ENG DEV",10/1/1991,,"MINING RECLAMATION METHODS  - ENGINEERING DEVELOPMENT",,,
"AV55","R&D-MINING RECLAM METHS-OPSY DEV",10/1/1991,,"MINING RECLAMATION METHODS  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AV56","R&D-MINING RECLAM METHS-MGMT SUP",10/1/1991,,"MINING RECLAMATION METHODS  - MANAGEMENT AND SUPPORT",,,
"AV57","R&D-MINING RECLAM METHS-COMERCLIZ",10/1/1991,,,,,
"AV60","R&D-MINING SAFETY",10/1/1991,7/31/1999,,,,
"AV61","MINING SAFETY (BASIC)",1/15/1979,,"MINING SAFETY  - BASIC RESEARCH",,,
"AV62","MINING SAFETY (APPLIED/EXPLORATORY)",10/1/1991,,"MINING SAFETY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AV63","MINING SAFETY (ADVANCED)",10/1/1991,,"MINING SAFETY  - ADVANCED DEVELOPMENT",,,
"AV64","MINING SAFETY (ENGINEERING)",9/15/1979,,"MINING SAFETY  - ENGINEERING DEVELOPMENT",,,
"AV65","MINING SAFETY (OPERATIONAL)",10/1/1991,,"MINING SAFETY  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AV66","MINING SAFETY (MANAGEMENT/SUPPORT)",6/15/1979,,"MINING SAFETY  - MANAGEMENT AND SUPPORT",,,
"AV67","R&D-MINING SAFETY-COMERCLIZ",10/1/1991,,,,,
"AV70","R&D-MINING-METALLURGICAL",10/1/1991,7/31/1999,,,,
"AV71","METALLURGICAL (BASIC)",11/15/1980,,"METALLURGICAL  - BASIC RESEARCH",,,
"AV72","METALLURGICAL (APPLIED/EXPLORATORY)",12/15/1980,,"METALLURGICAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AV73","METALLURGICAL (ADVANCED)",10/1/1991,,"METALLURGICAL  - ADVANCED DEVELOPMENT",,,
"AV74","METALLURGICAL (ENGINEERING)",10/1/1991,,"METALLURGICAL  - ENGINEERING DEVELOPMENT",,,
"AV75","METALLURGICAL (OPERATIONAL)",1/15/1985,,"METALLURGICAL  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AV76","METALLURGICAL (MANAGEMENT/SUPPORT)",2/15/1987,,"METALLURGICAL  - MANAGEMENT AND SUPPORT",,,
"AV77","R&D-MINING-METALLURGICAL-COMERCLIZ",10/1/1991,,,,,
"AV90","R&D-OTHER MINING ACTIV",10/1/1991,7/31/1999,,,,
"AV91","OTHER MINING ACTIVITIES (BASIC)",12/15/1983,,"OTHER MINING ACTIVITIES  - BASIC RESEARCH",,,
"AV92","R&D-OTHER MINING ACTIV-A RES/EXPL D",10/15/1982,,"OTHER MINING ACTIVITIES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AV93","OTHER MINING ACTIVITIES (ADVANCED)",10/1/1991,,"OTHER MINING ACTIVITIES  - ADVANCED DEVELOPMENT",,,
"AV94","R&D-OTHER MINING ACTIV-ENG DEV",10/1/1991,,"OTHER MINING ACTIVITIES  - ENGINEERING DEVELOPMENT",,,
"AV95","R&D-OTHER MINING ACTIV-OPSY DEV",10/1/1991,,"OTHER MINING ACTIVITIES  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AV96","R&D-OTHER MINING ACTIV-MGMT SUP",10/1/1991,,"OTHER MINING ACTIVITIES  - MANAGEMENT AND SUPPORT",,,
"AV97","R&D-OTHER MINING ACTIV-COMERCLIZ",10/1/1991,,,,,
"AZ","OTHER RESEARCH/DEVELOPMENT",10/1/1979,,,,,
"AZ10","R&D-OTHER R & D",1/15/1979,7/31/1999,,,,
"AZ11","R&D-OTHER R & D-B RES",10/15/1978,,"OTHER RESEARCH AND DEVELOPMENT  - BASIC RESEARCH",,,
"AZ12","R&D-OTHER R & D-A RES/EXPL DEV",10/15/1978,,"OTHER RESEARCH AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
"AZ13","R&D-OTHER R & D-ADV DEV",10/15/1978,,"OTHER RESEARCH AND DEVELOPMENT  - ADVANCED DEVELOPMENT",,,
"AZ14","R&D-OTHER R & D-ENG DEV",10/15/1978,,"OTHER RESEARCH AND DEVELOPMENT  - ENGINEERING DEVELOPMENT",,,
"AZ15","R&D-OTHER R & D-OPSY DEV",10/15/1978,,"OTHER RESEARCH AND DEVELOPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
"AZ16","R&D-OTHER R & D-MGMT SUP",10/15/1978,,"OTHER RESEARCH AND DEVELOPMENT  - MANAGEMENT AND SUPPORT",,,
"AZ17","R&D-OTHER R & D-COMERCLIZ",10/1/1991,,,,,
"B","SPECIAL STUDIES/ANALYSIS, NOT RANDD",10/1/1979,,,,,
"B5","SPECIAL STUDIES - NOT R AND D",10/1/1979,,,,,
"B502","AIR QUALITY ANALYSES",10/15/1978,,"AIR QUALITY ANALYSES",,,
"B503","STUDY/ARCHEOLOGICAL-PALEONTOLOGICAL",10/15/1978,,"ARCHEOLOGICAL/PALEONTOLOGICAL STUDIES",,,
"B504","STUDY/CHEMICAL-BIOLOGICAL",10/15/1978,,"CHEMICAL/BIOLOGICAL STUDIES AND ANALYSES",,,
"B505","COST BENEFIT ANALYSES",3/15/1979,,"COST BENEFIT ANALYSES",,,
"B506","STUDY/DATA - OTHER THAN SCIENTIFIC",10/15/1978,,"DATA ANALYSES (OTHER THAN SCIENTIFIC)",,,
"B507","ECONOMIC STUDIES",10/15/1978,,"ECONOMIC STUDIES",,,
"B509","STUDY/ENDANGERED SPECIES-PLANT/ANIM",12/15/1978,,"ENDANGERED SPECIES STUDIES - PLANT AND ANIMAL",,,
"B510","STUDY/ENVIRONMENTAL ASSESSMENTS",10/15/1978,,"ENVIRONMENTAL STUDIES AND ASSESSMENTS",,,
"B511",,,9/30/2003,,,,
"B512",,,9/30/2003,,,,
"B513","STUDY/FEASIBILITY - NON-CONTRUCT",12/15/1978,,"FEASIBILITY STUDIES (NON-CONSTRUCTION)",,,
"B516","ANIMAL AND FISHERIES STUDIES",10/15/1978,,"ANIMAL AND FISHERIES STUDIES",,,
"B517","GEOLOGICAL STUDIES",11/15/1978,,"GEOLOGICAL STUDIES",,,
"B518","GEOPHYSICAL STUDIES",12/15/1978,,"GEOPHYSICAL STUDIES",,,
"B519","GEOTECHNICAL STUDIES",11/15/1978,,"GEOTECHNICAL STUDIES",,,
"B520","GRAZING/RANGE STUDIES",11/15/1983,,"GRAZING/RANGE STUDIES",,,
"B521","HISTORICAL STUDIES",10/15/1978,,"HISTORICAL STUDIES",,,
"B522","LEGAL STUDIES",10/15/1978,,"LEGAL STUDIES",,,
"B524","MATHEMATICAL/STATISTICAL ANALYSES",11/15/1978,,"MATHEMATICAL/STATISTICAL ANALYSES",,,
"B525","NATURAL RESOURCE STUDIES",10/15/1978,,"NATURAL RESOURCE STUDIES",,,
"B526","OCEANOLOGICAL STUDIES",12/15/1978,,"OCEANOLOGICAL STUDIES",,,
"B527","RECREATION STUDIES",10/15/1978,,"RECREATION STUDIES",,,
"B528","REGULATORY STUDIES",5/15/1979,,"REGULATORY STUDIES",,,
"B529","SCIENTIFIC DATA STUDIES",10/15/1978,,"SCIENTIFIC DATA STUDIES",,,
"B530","SEISMOLOGICAL STUDIES",11/15/1978,,"SEISMOLOGICAL STUDIES",,,
"B532","SOIL STUDIES",10/15/1978,,"SOIL STUDIES",,,
"B533","WATER QUALITY STUDIES",10/15/1978,,"WATER QUALITY STUDIES",,,
"B534","WILDLIFE STUDIES",10/15/1978,,"WILDLIFE STUDIES",,,
"B537","MEDICAL AND HEALTH STUDIES",2/15/1980,,"MEDICAL AND HEALTH STUDIES",,,
"B538","INTELLIGENCE STUDIES",8/15/1982,,"INTELLIGENCE STUDIES",,,
"B539","AERONAUTIC/SPACE STUDIES",2/15/1984,,"AERONAUTIC/SPACE STUDIES",,,
"B540","BUILDING TECHNOLOGY STUDIES",8/15/1985,,"BUILDING TECHNOLOGY STUDIES",,,
"B541","DEFENSE STUDIES",11/15/1983,,"DEFENSE STUDIES",,,
"B542","EDUCATIONAL STUDIES AND ANALYSES",1/15/1984,,"EDUCATIONAL STUDIES AND ANALYSES",,,
"B543","ENERGY STUDIES",2/15/1984,,"ENERGY STUDIES",,,
